index,lon,lat,distance,link,reach,strahler,dslink
6218,-2.129167,52.070833,81254.640625,175,5,1,286
6219,-2.129167,52.0625,80327.40625,175,5,1,286
6220,-2.120833,52.0625,79755.78125,175,5,1,286
6221,-2.120833,52.054167,78828.546875,175,5,1,286
6222,-2.120833,52.045833,77901.3125,175,5,1,286
6223,-2.120833,52.0375,76974.078125,175,5,1,286
6224,-2.120833,52.029167,76046.84375,175,5,1,286
6225,-2.129167,52.029167,75474.789062,175,5,1,286
6226,-2.129167,52.020833,74547.554688,175,5,1,286
6227,-2.1375,52.020833,73975.398438,175,5,1,286
6228,-2.1375,52.0125,73048.171875,175,5,1,286
6229,-2.145833,52.0125,72475.90625,175,5,1,286
6230,-2.145833,52.004167,71548.679688,175,5,1,286
6231,-2.154167,52.004167,70976.3125,175,5,1,286
6232,-2.154167,51.99583300000001,70049.085938,175,5,1,286
6233,-2.1625,51.99583300000001,69476.609375,175,5,1,286
